1,49
1,65
1,81
1,689
1,705
17,81
17,689
17,721
17,737
33,49
33,65
33,81
33,689
33,705
33,721
33,737
49,49
49,449
49,465
49,481
49,497
49,513
49,737
49,769
65,49
65,433
65,449
65,513
65,529
65,721
65,737
65,769
81,49
81,433
81,529
81,705
81,721
97,33
97,49
97,433
97,465
97,481
97,529
97,545
97,561
97,577
97,593
97,705
113,33
113,433
113,449
113,465
113,481
113,593
113,609
113,625
113,641
113,689
113,705
129,17
129,33
129,481
129,513
129,529
129,577
129,593
129,641
129,689
145,17
145,481
145,513
145,529
145,545
145,577
145,593
145,609
145,625
145,641
145,673
145,689
161,17
161,481
161,513
161,545
161,609
161,673
177,17
177,481
177,513
177,545
177,577
177,593
177,609
177,673
193,17
193,481
193,497
193,513
193,545
193,561
193,577
193,657
193,673
209,17
209,33
209,641
209,657
225,33
225,641
241,33
241,641
241,657
257,33
257,49
257,657
273,49
273,65
273,641
273,657
289,65
289,81
289,625
289,641
305,81
305,625
321,81
321,609
321,625
337,81
337,97
337,113
337,129
337,593
337,609
353,129
353,145
353,593
369,65
369,81
369,145
369,481
369,497
369,513
369,529
369,545
369,593
385,65
385,81
385,97
385,113
385,129
385,145
385,465
385,481
385,545
385,561
385,577
385,593
401,65
401,161
401,177
401,193
401,209
401,225
401,241
401,257
401,385
401,401
401,417
401,433
401,449
401,465
401,593
401,609
417,49
417,65
417,161
417,257
417,273
417,353
417,369
417,385
417,593
417,609
417,625
433,49
433,65
433,81
433,97
433,113
433,129
433,161
433,273
433,289
433,353
433,609
433,625
449,129
449,145
449,161
449,289
449,353
465,145
465,161
465,289
465,353
481,161
481,177
481,289
481,353
49,785
65,785
